daytime,time,tr_time,ch_time,acr
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
20170331.0,235000.0,,,
20170331.0,235000.0,20000.0,50000.0,
20170331.0,235000.0,20000.0,50000.0,3.08474576271
20170331.0,235000.0,20000.0,50000.0,0.616949152542
20170331.0,235000.0,20000.0,50000.0,0.616949152542
20170328.0,110000.0,40000.0,50000.0,0.566101694915
20170328.0,110000.0,10000.0,50000.0,0.55593220339
20170328.0,120000.0,40000.0,50000.0,0.576271186441
20170403.0,110100.0,50000.0,50000.0,0.569491525424
20170403.0,110600.0,50000.0,50000.0,0.566101694915
20170403.0,111100.0,50000.0,50000.0,0.579661016949
20170403.0,111600.0,50000.0,50000.0,0.569491525424
20170403.0,112100.0,20000.0,50000.0,0.562711864407
20170403.0,112600.0,50000.0,50000.0,0.566101694915
20170403.0,113100.0,50000.0,50000.0,0.572881355932
20170403.0,113600.0,20000.0,50000.0,0.562711864407
20170403.0,114100.0,50000.0,50000.0,0.576271186441
20170403.0,114600.0,20000.0,50000.0,0.583050847458
20170403.0,115100.0,20000.0,50000.0,0.576271186441
20170403.0,115600.0,20000.0,50000.0,0.576271186441
20170403.0,120100.0,50000.0,50000.0,0.576271186441
20170403.0,120600.0,20000.0,50000.0,0.593220338983
20170403.0,121100.0,10000.0,50000.0,0.586440677966
20170403.0,121600.0,20000.0,50000.0,0.579661016949
20170403.0,122100.0,50000.0,50000.0,0.586440677966
20170403.0,122600.0,20000.0,50000.0,0.596610169492
20170403.0,123100.0,50000.0,50000.0,0.583050847458
20170403.0,123600.0,50000.0,50000.0,0.583050847458
20170403.0,124100.0,20000.0,50000.0,0.586440677966
20170403.0,124600.0,20000.0,50000.0,0.586440677966
20170403.0,125100.0,20000.0,50000.0,0.6
20170403.0,125600.0,20000.0,50000.0,0.576271186441
20170403.0,130100.0,20000.0,50000.0,0.569491525424
20170403.0,130600.0,20000.0,50000.0,0.586440677966
20170403.0,131100.0,20000.0,50000.0,0.596610169492
20170403.0,131600.0,30000.0,50000.0,0.593220338983
20170403.0,132100.0,30000.0,50000.0,0.593220338983
20170403.0,132600.0,20000.0,50000.0,0.593220338983
20170403.0,133100.0,30000.0,50000.0,0.596610169492
20170403.0,133600.0,30000.0,50000.0,0.6
20170403.0,134100.0,10000.0,50000.0,0.603389830508
20170403.0,134600.0,20000.0,50000.0,0.613559322034
20170403.0,135100.0,20000.0,50000.0,0.606779661017
20170403.0,135600.0,30000.0,50000.0,0.593220338983
20170403.0,140100.0,30000.0,50000.0,0.596610169492
20170403.0,140600.0,10000.0,50000.0,0.613559322034
20170403.0,141100.0,20000.0,50000.0,0.613559322034
20170403.0,141600.0,10000.0,50000.0,0.603389830508
20170403.0,142100.0,20000.0,50000.0,0.6
20170403.0,142600.0,10000.0,50000.0,0.613559322034
20170403.0,143100.0,10000.0,50000.0,0.6
20170403.0,143600.0,10000.0,50000.0,0.603389830508
20170403.0,144100.0,10000.0,50000.0,0.596610169492
20170403.0,144600.0,10000.0,50000.0,0.593220338983
20170403.0,145100.0,10000.0,50000.0,0.603389830508
20170403.0,145600.0,10000.0,50000.0,0.596610169492
20170403.0,150100.0,10000.0,50000.0,0.620338983051
20170403.0,150600.0,10000.0,50000.0,0.6
20170403.0,151100.0,10000.0,50000.0,0.630508474576
20170403.0,151600.0,10000.0,50000.0,0.620338983051
20170403.0,152100.0,10000.0,50000.0,0.616949152542
20170403.0,152600.0,10000.0,50000.0,0.627118644068
20170403.0,153100.0,10000.0,50000.0,0.630508474576
20170403.0,153600.0,10000.0,50000.0,0.623728813559
20170403.0,154100.0,10000.0,50000.0,0.616949152542
20170403.0,154600.0,10000.0,50000.0,0.620338983051
20170403.0,155100.0,50000.0,50000.0,0.610169491525
20170403.0,155600.0,10000.0,50000.0,0.627118644068
20170403.0,160100.0,50000.0,50000.0,0.603389830508
20170403.0,160600.0,50000.0,50000.0,0.603389830508
20170403.0,161100.0,50000.0,50000.0,0.610169491525
20170403.0,161600.0,50000.0,50000.0,0.616949152542
20170403.0,162100.0,10000.0,50000.0,0.606779661017
20170403.0,162600.0,50000.0,50000.0,0.613559322034
20170403.0,163100.0,10000.0,50000.0,0.603389830508
20170403.0,163600.0,10000.0,50000.0,0.596610169492
20170403.0,164100.0,10000.0,50000.0,0.606779661017
20170403.0,164600.0,10000.0,50000.0,0.596610169492
20170403.0,165100.0,10000.0,50000.0,0.596610169492
20170403.0,165600.0,10000.0,50000.0,0.613559322034
20170403.0,170100.0,50000.0,50000.0,0.6
20170403.0,170600.0,10000.0,50000.0,0.593220338983
20170403.0,171100.0,50000.0,50000.0,0.596610169492
20170403.0,171600.0,50000.0,50000.0,0.596610169492
20170403.0,172100.0,50000.0,50000.0,0.596610169492
20170403.0,172600.0,30000.0,50000.0,0.589830508475
20170403.0,173100.0,50000.0,50000.0,0.586440677966
20170403.0,173600.0,50000.0,50000.0,0.583050847458
20170403.0,174100.0,30000.0,50000.0,0.583050847458
20170403.0,174600.0,50000.0,50000.0,0.589830508475
20170403.0,175100.0,50000.0,50000.0,0.593220338983
20170403.0,175600.0,10000.0,50000.0,0.586440677966
20170403.0,180100.0,10000.0,50000.0,0.583050847458
20170403.0,180600.0,50000.0,50000.0,0.569491525424
20170403.0,181100.0,50000.0,50000.0,0.586206896552
20170403.0,181600.0,30000.0,50000.0,0.565517241379
20170403.0,182100.0,50000.0,50000.0,0.579310344828
20170403.0,182600.0,30000.0,50000.0,0.58275862069
20170403.0,183100.0,50000.0,50000.0,0.58275862069
20170403.0,183600.0,30000.0,50000.0,0.58275862069
20170403.0,184100.0,20000.0,50000.0,0.586206896552
20170403.0,184600.0,30000.0,50000.0,0.572413793103
20170403.0,185100.0,50000.0,50000.0,0.575862068966
20170403.0,185600.0,20000.0,50000.0,0.58275862069
20170403.0,190100.0,20000.0,50000.0,0.58275862069
20170403.0,190600.0,20000.0,50000.0,0.575862068966
20170403.0,191100.0,20000.0,50000.0,0.6
20170403.0,191600.0,50000.0,50000.0,0.572413793103
20170403.0,192100.0,20000.0,50000.0,0.58275862069
20170403.0,192600.0,50000.0,50000.0,0.589655172414
20170403.0,193100.0,30000.0,50000.0,0.579310344828
20170403.0,193600.0,50000.0,50000.0,0.596551724138
20170403.0,194100.0,50000.0,50000.0,0.589655172414
20170403.0,194600.0,50000.0,50000.0,0.603448275862
20170403.0,195100.0,20000.0,50000.0,0.589655172414
20170403.0,195600.0,50000.0,50000.0,0.586206896552
20170403.0,200100.0,30000.0,50000.0,0.586206896552
20170403.0,200600.0,50000.0,50000.0,0.58275862069
20170403.0,201100.0,50000.0,50000.0,0.593103448276
20170403.0,201600.0,50000.0,50000.0,0.586206896552
20170403.0,202100.0,50000.0,50000.0,0.572413793103
20170403.0,202600.0,30000.0,50000.0,0.58275862069
20170403.0,203100.0,20000.0,50000.0,0.572413793103
20170403.0,203600.0,20000.0,50000.0,0.572413793103
20170403.0,204100.0,30000.0,50000.0,0.568965517241
20170403.0,204600.0,30000.0,50000.0,0.58275862069
20170403.0,205100.0,50000.0,50000.0,0.568965517241
20170403.0,205600.0,30000.0,50000.0,0.568965517241
20170403.0,210100.0,20000.0,50000.0,0.58275862069
20170403.0,210600.0,30000.0,50000.0,0.558620689655
20170403.0,211100.0,20000.0,50000.0,0.565517241379
20170403.0,211600.0,30000.0,50000.0,0.572413793103
20170403.0,212100.0,30000.0,50000.0,0.575862068966
20170403.0,212600.0,30000.0,50000.0,0.579310344828
20170403.0,213100.0,30000.0,50000.0,0.579310344828
20170403.0,213600.0,30000.0,50000.0,0.596551724138
20170403.0,214100.0,50000.0,50000.0,0.589655172414
20170403.0,214600.0,30000.0,50000.0,0.606896551724
20170403.0,215100.0,30000.0,50000.0,0.606896551724
20170403.0,215600.0,30000.0,50000.0,0.596551724138
20170403.0,220100.0,30000.0,50000.0,0.589655172414
20170403.0,220600.0,50000.0,50000.0,0.603448275862
20170403.0,221100.0,30000.0,50000.0,0.603448275862
20170403.0,221600.0,50000.0,50000.0,0.596551724138
20170404.0,90100.0,20000.0,50000.0,0.589830508475
20170404.0,90600.0,20000.0,50000.0,0.596610169492
20170404.0,91100.0,20000.0,50000.0,0.596610169492
20170404.0,91600.0,20000.0,50000.0,0.586440677966
20170404.0,92100.0,20000.0,50000.0,0.603389830508
20170404.0,92600.0,20000.0,50000.0,0.593220338983
20170404.0,93100.0,20000.0,50000.0,0.576271186441
20170404.0,93600.0,20000.0,50000.0,0.586440677966
20170404.0,94100.0,10000.0,50000.0,0.583050847458
20170404.0,94600.0,20000.0,50000.0,0.606779661017
20170404.0,95100.0,20000.0,50000.0,0.593220338983
20170404.0,95600.0,20000.0,50000.0,0.583050847458
20170404.0,100100.0,20000.0,50000.0,0.586440677966
20170404.0,100600.0,20000.0,50000.0,0.589830508475
20170404.0,101100.0,20000.0,50000.0,0.583050847458
20170404.0,101600.0,20000.0,50000.0,0.579661016949
20170404.0,102100.0,10000.0,50000.0,0.593220338983
20170404.0,102600.0,20000.0,50000.0,0.583050847458
20170404.0,103100.0,20000.0,50000.0,0.579661016949
20170404.0,103600.0,20000.0,50000.0,0.572881355932
20170404.0,104100.0,20000.0,50000.0,0.583050847458
20170404.0,104600.0,10000.0,50000.0,0.593220338983
20170404.0,105100.0,20000.0,50000.0,0.579661016949
20170404.0,105600.0,20000.0,50000.0,0.579661016949
20170404.0,110100.0,20000.0,50000.0,0.569491525424
20170404.0,110600.0,20000.0,50000.0,0.569491525424
20170404.0,111100.0,20000.0,50000.0,0.583050847458
20170404.0,111600.0,10000.0,50000.0,0.572881355932
20170404.0,112100.0,20000.0,50000.0,0.576271186441
20170404.0,112600.0,50000.0,50000.0,0.566101694915
20170404.0,113100.0,20000.0,50000.0,0.566101694915
20170404.0,113600.0,10000.0,50000.0,0.559322033898
20170404.0,114100.0,20000.0,50000.0,0.583050847458
20170404.0,114600.0,10000.0,50000.0,0.562711864407
20170404.0,115100.0,10000.0,50000.0,0.589830508475
20170404.0,115600.0,10000.0,50000.0,0.55593220339
20170404.0,120100.0,20000.0,50000.0,0.569491525424
20170404.0,120600.0,10000.0,50000.0,0.566101694915
20170404.0,121100.0,40000.0,50000.0,0.559322033898
20170404.0,121600.0,20000.0,50000.0,0.562711864407
20170404.0,122100.0,20000.0,50000.0,0.559322033898
20170404.0,122600.0,10000.0,50000.0,0.562711864407
20170404.0,123100.0,20000.0,50000.0,0.559322033898
20170404.0,123600.0,20000.0,50000.0,0.559322033898
20170404.0,124100.0,30000.0,50000.0,0.552542372881
20170404.0,124600.0,10000.0,50000.0,0.55593220339
20170404.0,125100.0,10000.0,50000.0,0.562711864407
20170404.0,125600.0,10000.0,50000.0,0.559322033898
20170404.0,130100.0,10000.0,50000.0,0.566101694915
20170404.0,130600.0,20000.0,50000.0,0.566101694915
20170404.0,131100.0,10000.0,50000.0,0.562711864407
20170404.0,131600.0,10000.0,50000.0,0.583050847458
20170404.0,132100.0,30000.0,50000.0,0.576271186441
20170404.0,132600.0,10000.0,50000.0,0.55593220339
20170404.0,133100.0,30000.0,50000.0,0.586440677966
20170404.0,133600.0,40000.0,50000.0,0.572881355932
20170404.0,134100.0,10000.0,50000.0,0.569491525424
20170404.0,134600.0,30000.0,50000.0,0.576271186441
20170404.0,135100.0,30000.0,50000.0,0.562711864407
20170404.0,135600.0,30000.0,50000.0,0.562711864407
20170404.0,140100.0,10000.0,50000.0,0.545762711864
20170404.0,140600.0,30000.0,50000.0,0.55593220339
20170404.0,141100.0,50000.0,50000.0,0.549152542373
20170404.0,141600.0,30000.0,50000.0,0.586440677966
20170404.0,142100.0,30000.0,50000.0,0.572881355932
20170404.0,142600.0,30000.0,50000.0,0.569491525424
20170404.0,143100.0,30000.0,50000.0,0.572881355932
20170404.0,143600.0,30000.0,50000.0,0.576271186441
20170404.0,144100.0,30000.0,50000.0,0.576271186441
20170404.0,144600.0,30000.0,50000.0,0.583050847458
20170404.0,145100.0,30000.0,50000.0,0.572881355932
20170404.0,145600.0,30000.0,50000.0,0.583050847458
20170404.0,150100.0,30000.0,50000.0,0.572881355932
20170404.0,150600.0,30000.0,50000.0,0.572881355932
20170404.0,151100.0,30000.0,50000.0,0.576271186441
20170404.0,151600.0,30000.0,50000.0,0.586440677966
20170404.0,152100.0,30000.0,50000.0,0.596610169492
20170404.0,152600.0,30000.0,50000.0,0.593220338983
20170404.0,153100.0,30000.0,50000.0,0.606779661017
20170404.0,153600.0,30000.0,50000.0,0.606779661017
20170404.0,154100.0,30000.0,50000.0,0.603389830508
20170404.0,154600.0,10000.0,50000.0,0.603389830508
20170404.0,155100.0,30000.0,50000.0,0.606779661017
20170404.0,155600.0,30000.0,50000.0,0.606779661017
20170404.0,160100.0,30000.0,50000.0,0.620338983051
20170404.0,160600.0,30000.0,50000.0,0.613559322034
20170404.0,161100.0,30000.0,50000.0,0.606779661017
20170404.0,161600.0,30000.0,50000.0,0.596610169492
20170404.0,162100.0,30000.0,50000.0,0.606779661017
20170404.0,162600.0,30000.0,50000.0,0.593220338983
20170404.0,163100.0,30000.0,50000.0,0.586440677966
20170404.0,163600.0,30000.0,50000.0,0.6
20170404.0,164100.0,30000.0,50000.0,0.603389830508
20170404.0,164600.0,30000.0,50000.0,0.6
20170404.0,165100.0,30000.0,50000.0,0.603389830508
20170404.0,165600.0,30000.0,50000.0,0.613559322034
20170404.0,170100.0,30000.0,50000.0,0.610169491525
20170404.0,170600.0,30000.0,50000.0,0.623728813559
20170404.0,171100.0,30000.0,50000.0,0.623728813559
20170404.0,171600.0,30000.0,50000.0,0.623728813559
20170404.0,172100.0,30000.0,50000.0,0.606779661017
20170404.0,172600.0,30000.0,50000.0,0.606779661017
20170404.0,173100.0,30000.0,50000.0,0.593220338983
20170404.0,173600.0,30000.0,50000.0,0.583050847458
20170404.0,174100.0,30000.0,50000.0,0.583050847458
20170404.0,174600.0,10000.0,50000.0,0.579661016949
20170404.0,175100.0,20000.0,50000.0,0.583050847458
20170404.0,175600.0,20000.0,50000.0,0.579661016949
20170404.0,180100.0,30000.0,50000.0,0.576271186441
20170404.0,180600.0,20000.0,50000.0,0.566101694915
20170404.0,181100.0,10000.0,50000.0,0.586440677966
20170404.0,181600.0,30000.0,50000.0,0.572881355932
20170404.0,182100.0,30000.0,50000.0,0.583050847458
20170404.0,182600.0,10000.0,50000.0,0.589830508475
20170404.0,183100.0,10000.0,50000.0,0.593220338983
20170404.0,183600.0,10000.0,50000.0,0.576271186441
20170404.0,184100.0,10000.0,50000.0,0.576271186441
20170404.0,184600.0,30000.0,50000.0,0.596610169492
20170404.0,185100.0,10000.0,50000.0,0.606779661017
20170404.0,185600.0,10000.0,50000.0,0.583050847458
20170404.0,190100.0,30000.0,50000.0,0.586440677966
20170404.0,190600.0,20000.0,50000.0,0.613559322034
20170404.0,191100.0,30000.0,50000.0,0.603389830508
20170404.0,191600.0,30000.0,50000.0,0.583050847458
20170404.0,192100.0,30000.0,50000.0,0.593220338983
20170404.0,192600.0,20000.0,50000.0,0.569491525424
20170404.0,193100.0,20000.0,50000.0,0.569491525424
20170404.0,193600.0,20000.0,50000.0,0.55593220339
20170404.0,194100.0,10000.0,50000.0,0.566101694915
20170404.0,194600.0,30000.0,50000.0,0.569491525424
20170404.0,195100.0,30000.0,50000.0,0.579661016949
20170404.0,195600.0,40000.0,50000.0,0.569491525424
20170404.0,200100.0,40000.0,50000.0,0.566101694915
20170404.0,200600.0,40000.0,50000.0,0.572881355932
20170404.0,201100.0,20000.0,50000.0,0.562711864407
20170404.0,201600.0,20000.0,50000.0,0.559322033898
20170404.0,202100.0,20000.0,50000.0,0.569491525424
20170404.0,202600.0,20000.0,50000.0,0.566101694915
20170404.0,203100.0,40000.0,50000.0,0.572881355932
20170404.0,203600.0,20000.0,50000.0,0.586440677966
20170404.0,204100.0,40000.0,50000.0,0.572881355932
20170404.0,204600.0,50000.0,50000.0,0.566101694915
20170404.0,205100.0,20000.0,50000.0,0.562711864407
20170404.0,205600.0,50000.0,50000.0,0.562711864407
20170404.0,210100.0,30000.0,50000.0,0.562711864407
20170404.0,210600.0,40000.0,50000.0,0.572881355932
20170404.0,211100.0,40000.0,50000.0,0.579661016949
20170404.0,211600.0,40000.0,50000.0,0.586440677966
20170404.0,212100.0,40000.0,50000.0,0.576271186441
20170404.0,212600.0,40000.0,50000.0,0.593220338983
20170404.0,213100.0,40000.0,50000.0,0.589830508475
20170404.0,213600.0,40000.0,50000.0,0.586440677966
20170404.0,214100.0,40000.0,50000.0,0.586440677966
20170404.0,214600.0,40000.0,50000.0,0.586440677966
20170404.0,215100.0,40000.0,50000.0,0.610169491525
20170404.0,215600.0,40000.0,50000.0,0.576271186441
20170405.0,90100.0,20000.0,50000.0,0.613559322034
20170405.0,90600.0,20000.0,50000.0,0.620338983051
20170405.0,91100.0,20000.0,50000.0,0.620338983051
20170405.0,91600.0,20000.0,50000.0,0.603389830508
20170405.0,92100.0,20000.0,50000.0,0.593220338983
20170405.0,92600.0,20000.0,50000.0,0.596610169492
20170405.0,93100.0,20000.0,50000.0,0.589830508475
20170405.0,93600.0,40000.0,50000.0,0.589830508475
20170405.0,94100.0,20000.0,50000.0,0.579661016949
20170405.0,94600.0,20000.0,50000.0,0.576271186441
20170405.0,95100.0,30000.0,50000.0,0.572881355932
20170405.0,95600.0,30000.0,50000.0,0.583050847458
20170405.0,100100.0,10000.0,50000.0,0.566101694915
20170405.0,100600.0,30000.0,50000.0,0.562711864407
20170405.0,101100.0,30000.0,50000.0,0.579661016949
20170405.0,101600.0,10000.0,50000.0,0.562711864407
20170405.0,102100.0,30000.0,50000.0,0.566101694915
20170405.0,102600.0,20000.0,50000.0,0.579661016949
20170405.0,103100.0,20000.0,50000.0,0.583050847458
20170405.0,103600.0,30000.0,50000.0,0.579661016949
20170405.0,104100.0,30000.0,50000.0,0.586440677966
20170405.0,104600.0,40000.0,50000.0,0.572881355932
20170405.0,105100.0,40000.0,50000.0,0.583050847458
20170405.0,105600.0,20000.0,50000.0,0.579661016949
20170405.0,110100.0,30000.0,50000.0,0.569491525424
20170405.0,110600.0,20000.0,50000.0,0.569491525424
20170405.0,111100.0,30000.0,50000.0,0.572881355932
20170405.0,111600.0,30000.0,50000.0,0.576271186441
20170405.0,112100.0,30000.0,50000.0,0.583050847458
20170405.0,112600.0,20000.0,50000.0,0.576271186441
20170405.0,113100.0,30000.0,50000.0,0.566101694915
20170405.0,113600.0,30000.0,50000.0,0.572881355932
20170405.0,114100.0,30000.0,50000.0,0.569491525424
20170405.0,114600.0,30000.0,50000.0,0.562711864407
20170405.0,115100.0,30000.0,50000.0,0.566101694915
20170405.0,115600.0,30000.0,50000.0,0.559322033898
20170405.0,120100.0,30000.0,50000.0,0.569491525424
20170405.0,120600.0,50000.0,50000.0,0.562711864407
20170405.0,121100.0,30000.0,50000.0,0.562711864407
20170405.0,121600.0,30000.0,50000.0,0.562711864407
20170405.0,122100.0,10000.0,50000.0,0.55593220339
20170405.0,122600.0,30000.0,50000.0,0.569491525424
20170405.0,123100.0,30000.0,50000.0,0.572881355932
20170405.0,123600.0,10000.0,50000.0,0.583050847458
20170405.0,124100.0,10000.0,50000.0,0.583050847458
20170405.0,124600.0,10000.0,50000.0,0.596610169492
20170405.0,125100.0,50000.0,50000.0,0.589830508475
20170405.0,125600.0,10000.0,50000.0,0.579661016949
20170405.0,130100.0,10000.0,50000.0,0.586440677966
20170405.0,130600.0,30000.0,50000.0,0.579661016949
20170405.0,131100.0,30000.0,50000.0,0.583050847458
20170405.0,131600.0,10000.0,50000.0,0.566101694915
20170405.0,132100.0,10000.0,50000.0,0.559322033898
20170405.0,132600.0,10000.0,50000.0,0.55593220339
20170405.0,133100.0,10000.0,50000.0,0.562711864407
20170405.0,133600.0,30000.0,50000.0,0.569491525424
20170405.0,134100.0,50000.0,50000.0,0.569491525424
20170405.0,134600.0,50000.0,50000.0,0.569491525424
20170405.0,135100.0,10000.0,50000.0,0.566101694915
20170405.0,135600.0,40000.0,50000.0,0.566101694915
20170405.0,140100.0,30000.0,50000.0,0.562711864407
20170405.0,140600.0,50000.0,50000.0,0.562711864407
20170405.0,141100.0,10000.0,50000.0,0.566101694915
20170405.0,141600.0,50000.0,50000.0,0.576271186441
20170405.0,142100.0,10000.0,50000.0,0.562711864407
20170405.0,142600.0,10000.0,50000.0,0.562711864407
20170405.0,143100.0,50000.0,50000.0,0.559322033898
20170405.0,143600.0,40000.0,50000.0,0.559322033898
20170405.0,144100.0,10000.0,50000.0,0.55593220339
20170405.0,144600.0,40000.0,50000.0,0.559322033898
20170405.0,145100.0,40000.0,50000.0,0.562711864407
20170405.0,145600.0,50000.0,50000.0,0.549152542373
20170405.0,150100.0,10000.0,50000.0,0.55593220339
20170405.0,150600.0,10000.0,50000.0,0.55593220339
20170405.0,151100.0,50000.0,50000.0,0.55593220339
20170405.0,151600.0,10000.0,50000.0,0.559322033898
20170405.0,152100.0,10000.0,50000.0,0.549152542373
20170405.0,152600.0,50000.0,50000.0,0.552542372881
20170405.0,153100.0,50000.0,50000.0,0.566101694915
20170405.0,153600.0,50000.0,50000.0,0.562711864407
20170405.0,154100.0,50000.0,50000.0,0.562711864407
20170405.0,154600.0,50000.0,50000.0,0.583050847458
20170405.0,155100.0,50000.0,50000.0,0.576271186441
20170405.0,155600.0,50000.0,50000.0,0.583050847458
20170405.0,160100.0,50000.0,50000.0,0.566101694915
20170405.0,160600.0,40000.0,50000.0,0.572881355932
20170405.0,161100.0,50000.0,50000.0,0.572881355932
20170405.0,161600.0,40000.0,50000.0,0.552542372881
20170405.0,162100.0,40000.0,50000.0,0.559322033898
20170405.0,162600.0,40000.0,50000.0,0.566101694915
20170405.0,163100.0,40000.0,50000.0,0.566101694915
20170405.0,163600.0,40000.0,50000.0,0.559322033898
20170405.0,164100.0,10000.0,50000.0,0.589830508475
20170405.0,164600.0,50000.0,50000.0,0.572881355932
20170405.0,165100.0,50000.0,50000.0,0.569491525424
20170405.0,165600.0,40000.0,50000.0,0.559322033898
20170405.0,170100.0,40000.0,50000.0,0.559322033898
20170405.0,170600.0,50000.0,50000.0,0.562711864407
20170405.0,171100.0,50000.0,50000.0,0.562711864407
20170405.0,171600.0,40000.0,50000.0,0.552542372881
20170405.0,172100.0,40000.0,50000.0,0.55593220339
20170405.0,172600.0,20000.0,50000.0,0.569491525424
20170405.0,173100.0,40000.0,50000.0,0.579661016949
20170405.0,173600.0,40000.0,50000.0,0.566101694915
20170405.0,174100.0,50000.0,50000.0,0.576271186441
20170405.0,174600.0,40000.0,50000.0,0.569491525424
20170405.0,175100.0,40000.0,50000.0,0.559322033898
20170405.0,175600.0,40000.0,50000.0,0.579661016949
20170405.0,180100.0,40000.0,50000.0,0.583050847458
20170405.0,180600.0,40000.0,50000.0,0.586440677966
20170405.0,181100.0,40000.0,50000.0,0.583050847458
20170405.0,181600.0,40000.0,50000.0,0.583050847458
20170405.0,182100.0,40000.0,50000.0,0.569491525424
20170405.0,182600.0,40000.0,50000.0,0.569491525424
20170405.0,183100.0,40000.0,50000.0,0.572881355932
20170405.0,183600.0,40000.0,50000.0,0.562711864407
20170405.0,184100.0,40000.0,50000.0,0.569491525424
20170405.0,184600.0,40000.0,50000.0,0.562711864407
20170405.0,185100.0,40000.0,50000.0,0.55593220339
20170405.0,185600.0,40000.0,50000.0,0.545762711864
20170405.0,190100.0,40000.0,50000.0,0.552542372881
20170405.0,190600.0,10000.0,50000.0,0.55593220339
20170405.0,191100.0,40000.0,50000.0,0.559322033898
20170405.0,191600.0,40000.0,50000.0,0.549152542373
20170405.0,192100.0,40000.0,50000.0,0.552542372881
20170405.0,192600.0,40000.0,50000.0,0.559322033898
20170405.0,193100.0,50000.0,50000.0,0.559322033898
20170405.0,193600.0,40000.0,50000.0,0.552542372881
20170405.0,194100.0,40000.0,50000.0,0.566101694915
20170405.0,194600.0,40000.0,50000.0,0.552542372881
20170405.0,195100.0,40000.0,50000.0,0.55593220339
20170405.0,195600.0,40000.0,50000.0,0.55593220339
20170405.0,200100.0,30000.0,50000.0,0.559322033898
20170405.0,200600.0,50000.0,50000.0,0.566101694915
20170405.0,201100.0,40000.0,50000.0,0.566101694915
20170405.0,201600.0,40000.0,50000.0,0.55593220339
20170405.0,202100.0,50000.0,50000.0,0.566101694915
20170405.0,202600.0,40000.0,50000.0,0.55593220339
20170405.0,203100.0,40000.0,50000.0,0.562711864407
20170405.0,203600.0,40000.0,50000.0,0.572881355932
20170405.0,204100.0,50000.0,50000.0,0.593220338983
20170405.0,204600.0,50000.0,50000.0,0.572881355932
20170405.0,205100.0,50000.0,50000.0,0.583050847458
20170405.0,205600.0,50000.0,50000.0,0.589830508475
20170405.0,210100.0,50000.0,50000.0,0.583050847458
20170405.0,210600.0,50000.0,50000.0,0.586440677966
20170405.0,211100.0,50000.0,50000.0,0.586440677966
20170405.0,211600.0,50000.0,50000.0,0.596610169492
20170405.0,212100.0,50000.0,50000.0,0.589830508475
20170405.0,212600.0,50000.0,50000.0,0.593220338983
20170405.0,213100.0,50000.0,50000.0,0.603389830508
20170405.0,213600.0,50000.0,50000.0,0.613559322034
20170405.0,214100.0,50000.0,50000.0,0.620338983051
20170405.0,214600.0,50000.0,50000.0,0.623728813559
20170405.0,215100.0,50000.0,50000.0,0.633898305085
20170405.0,215600.0,50000.0,50000.0,0.630508474576
